"SITE","can500","imp500","X","Y","lc21","lc22","lc23","lc24","lc.forest","lc.ag"
"PERNMIKMD1",32.424091,0,324265,4354263,0,0,0,0,0.322988505747126,0.647126436781609
"PERRCHRMD1",80.671264,0.060225,365972,4319071,0.00803673938002296,0,0,0,0.654420206659013,0.0114810562571757
"PHARAIMMD1",53.658096,0.859897,372731,4319742,0.060849598163031,0.0160734787600459,0,0,0.600459242250287,0.171067738231917
"PICKMARMD1",25.41254,0,403283,4302440,0,0,0,0,0.254004576659039,0.347826086956522
"PICKMARMD1",25.41254,0,403283,4302440,0,0,0,0,0.254004576659039,0.347826086956522
"RABIANDMD1",15.697615,21.490589,306986,4334124,0.329908675799087,0.377853881278539,0.10958904109589,0.00114155251141553,0.0707762557077626,0.110730593607306
"RAUCDANMD1",30.057716,2.544542,342859,4302805,0.0833333333333333,0.0639269406392694,0.00114155251141553,0,0.356164383561644,0.486301369863014
"RAUNERIMD1",15.69887,30.338769,322425,4318439,0.298969072164948,0.483390607101947,0.170675830469645,0.013745704467354,0.011454753722795,0.0148911798396334
"RAY_TIMMD1",45.346298,2.372647,338027,4344044,0.25802752293578,0.00688073394495413,0,0,0.331422018348624,0.346330275229358
"RCP_AMADC1",33.578418,19.718946,322411,4310831,0.203661327231121,0.19908466819222,0.165903890160183,0.022883295194508,0.288329519450801,0.011441647597254
"RCP_EDZDC1",34.663738,21.558343,322081,4311177,0.178285714285714,0.197714285714286,0.198857142857143,0.0205714285714286,0.325714285714286,0.0377142857142857
"RCP_SMBDC1",27.856964,29.130489,322518,4310510,0.166666666666667,0.190639269406393,0.262557077625571,0.0707762557077626,0.178082191780822,0.0136986301369863
"REIKROBMD1",12.646173,0,325095,4346372,0,0,0,0,0.13662456946039,0.858783008036739
"REILPAUMD1",31.87202,0.279799,360336,4306770,0.0217889908256881,0.00458715596330275,0,0,0.400229357798165,0.553899082568807
"REITBOBMD1",16.839397,35.55458,325018,4318076,0.295194508009153,0.319221967963387,0.211670480549199,0.121281464530892,0.0183066361556064,0.034324942791762
"REUTSHAMD1",0.076537,78.820579,359858,4349518,0.0102974828375286,0.0583524027459954,0.323798627002288,0.598398169336384,0,0.0091533180778032
"RICHLIBMD1",47.735256,1.653701,372346,4317967,0.142201834862385,0.0114678899082569,0,0,0.474770642201835,0.364678899082569
"ROHRSALMD1",24.067754,0.017565,365212,4302381,0.0011454753722795,0,0,0,0.287514318442153,0.698739977090493
"RUSSJODMD1",8.821831,7.132998,338000,4335079,0.431350114416476,0.085812356979405,0.0102974828375286,0,0.0251716247139588,0.44279176201373
"SALAJENMD1",15.557088,19.055206,311349,4326517,0.359679266895762,0.506300114547537,0.00458190148911798,0,0.0171821305841924,0.112256586483391
"SALOSHEMD1",27.648681,32.518192,333475,4310460,0.221330275229358,0.372706422018349,0.168577981651376,0.0837155963302752,0.130733944954128,0.00458715596330275
"SANFCARMD1",33.713928,15.813049,337719,4291768,0.219036697247706,0.283256880733945,0.073394495412844,0,0.33256880733945,0.0917431192660551
"SARGMARMD1",23.574655,25.259723,321825,4318253,0.384879725085911,0.302405498281787,0.13631156930126,0.0412371134020619,0.0652920962199313,0.0194730813287514
"SCHILYDMD1",52.072772,0.595984,301842,4328122,0.034324942791762,0.0045766590389016,0,0,0.612128146453089,0.34324942791762
"SCHIMARMD1",65.916786,1.808759,317657,4330658,0.151202749140893,0.00572737686139748,0,0,0.509736540664376,0.0366552119129439
